"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"WP01664","Sailor Professional Gear Slim Fountain Pen (14k Medium) Red With Gold Trims","CNFWP0020","<p>This Sailor Professional Gear Slim fountain pen comes in red, with goldplated trim. The screwon cap is embossed with the Sailor Anchor logo, and the capband is inscribed. It is also known as the Pro Gear Slim, or Sapporo and is Sailors bestselling entry level fountain pen. The pen is finished with a 14k gold nib. It comes with a Sailor converter (use with bottled ink) and can also use Sailor ink cartridges.</p><br>","In stock","19125 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","4","CNFWP0020","solid","-","https://www.williampenn.net/product/sailor-professional-gear-slim-fountain-pen-14k-medium-red-with-gold-trims-wp01664","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01664-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01664-a.jpg","published","Red","Medium","new","WP01664","66","sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01664-a.jpg","-","-","-","-","-","-","-"
"WP01673","Sailor Professional Gear Slim Fountain Pen (14k Broad) Black With Rhodium-plated Trims","CNFWP0013","<p>This Sailor Professional Gear Slim fountain pen model comes in black, with rhodiumplated trim. The screwon cap is embossed with the Sailor Anchor logo, and the capband is inscribed. It is also known as the Pro Gear Slim, or Sapporo and is Sailors bestselling entry level fountain pen. It is finished with a rhodiumplated, 14k gold nib. It comes with a Sailor converter (use with bottled ink) and can also use Sailor ink cartridges.</p><br>","In stock","19125 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","3","CNFWP0013","solid","-","https://www.williampenn.net/product/sailor-professional-gear-slim-fountain-pen-14k-broad-black-with-rhodium-plated-trims-wp01673","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01673_1_1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01673_1_1.jpg","published","Black","Broad","new","WP01673","50","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01673_1_1.jpg","-","-","-","-","-","-","-"
"WP01686","Sailor Professional Gear Fountain Pen (21k Fine) Black With Gold Trims","CNFWP0021","<p>The Pro Gear, as it is affectionately known, is Sailors flattop, fullsized fountain pen. The beautiful body tapers into a solid 21k gold nib. Two narrow bands, one above the engraved cap band, and another at the top of the section, give this pen a style of its own. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. The Sailor Anchor logo adorns the top of the cap.</p><br>","In stock","31110 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","2","CNFWP0021","solid","-","https://www.williampenn.net/product/sailor-professional-gear-fountain-pen-21k-fine-black-with-gold-trims-wp01686","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01686-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01686-a.jpg","published","Black","Fine","new","WP01686","80","sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01686-a.jpg","-","-","-","-","-","-","-"
"WP01690","Sailor Professional Gear Fountain Pen (21k Fine) Black With Rhodium-plated Trims","CNFWP0014","<p>The Pro Gear, as it is affectionately known, is Sailors flattop, fullsized fountain pen. The beautiful body tapers into a solid 21k gold nib. Two narrow bands, one above the engraved cap band, and another at the top of the section, give this pen a style of its own. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. The Sailor Anchor logo adorns the top of the cap.</p><br>","Out of stock","29280 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0014","solid","-","https://www.williampenn.net/product/sailor-professional-gear-fountain-pen-21k-fine-black-with-rhodium-plated-trims-wp01690","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01690-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01690-a.jpg","published","-","Fine","new","WP01690","40","sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01690-a.jpg","-","-","-","-","-","-","-"
"WP01660","Sailor Professional Gear Slim Fountain Pen (14k Fine) Black With Gold Trims","CNFWP0020","<p>This Sailor Professional Gear Slim fountain pen comes in black, with goldplated trim. The screwon cap is embossed with the Sailor Anchor logo, and the capband is inscribed. It is also known as the Pro Gear Slim, or Sapporo and is Sailors bestselling entry level fountain pen. The pen is finished with a 14k gold nib. It comes with a Sailor converter (use with bottled ink) and can also use Sailor ink cartridges.</p><br>","In stock","19125 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","3","CNFWP0020","solid","-","https://www.williampenn.net/product/sailor-professional-gear-slim-fountain-pen-14k-fine-black-with-gold-trims-wp01660","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01660-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01660-a.jpg","published","Black","Fine","new","WP01660","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/cnfwp01660-a.jpg","-","-","-","-","-","-","-"
"WP01678","Sailor 1911 Large Fountain Pen (21k Fine) Demonstrator With Gold Trims","CNFWP0030","<p>The Sailor 1911 Large fountain pen features a screwon cap, an inscribed capband, and a 21k gold nib. Named after the companys founding year, the 1911 range was designed to showcase the standards of quality and craftsmanship that have made Sailor so well respected from the beginning. The rounded ends give the 1911 a more classic cigar shape than the Pro Gear range, and is for those who prefer a more traditional look. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. This is a crystalclear demonstrator model.</p><br>","Out of stock","31110 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0030","solid","-","https://www.williampenn.net/product/sailor-1911-large-fountain-pen-21k-fine-demonstrator-with-gold-trims-wp01678","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01678-a_2.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01678-a_2.jpg","published","White","Fine","new","WP01678","66","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01678-a_2.jpg","-","-","-","-","-","-","-"
"WP17468","Sailor 1911 Large Fountain Pen (21k Music) Demonstrator With Gold Trims","WP17468","<p>The Sailor 1911 Large fountain pen features a screwon cap, an inscribed capband, and a 21k gold nib. Named after the companys founding year, the 1911 range was designed to showcase the standards of quality and craftsmanship that have made Sailor so well respected from the beginning. The rounded ends give the 1911 a more classic cigar shape than the Pro Gear range, and is for those who prefer a more traditional look. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. This is a crystalclear demonstrator model.</p><br>","Out of stock","32640 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","","WP17468","solid","-","https://www.williampenn.net/product/sailor-1911-large-fountain-pen-21k-music-demonstrator-with-gold-trims-wp17468","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp17468.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp17468.jpg","published","-","Music","new","WP17468","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp17468.jpg","-","-","-","-","-","-","-"
"WP01703","Sailor 1911 Large Fountain Pen (21k Broad) Demonstrator With Silver Trims","CNFWP0031","<p>The Sailor 1911 Large fountain pen features a screwon cap, an inscribed capband, and a 21k gold nib. Named after the companys founding year, the 1911 range was designed to showcase the standards of quality and craftsmanship that have made Sailor so well respected from the beginning. The rounded ends give the 1911 a more classic cigar shape than the Pro Gear range, and is for those who prefer a more traditional look. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. This is a crystalclear demonstrator model.</p><br>","In stock","31110 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","2","CNFWP0031","solid","-","https://www.williampenn.net/product/sailor-1911-large-fountain-pen-21k-broad-demonstrator-with-silver-trims-wp01703","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01703-a_2.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01703-a_2.jpg","published","Transparent","Broad","new","WP01703","66","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp01703-a_2.jpg","-","-","-","-","-","-","-"
"WP21214","Sailor Professional Gear 'king Of Pens' Fountain Pen (21k Medium) Black With Gold Trims","CNFWP0024","<p>The King of Pen Pro Gear Black Gold combines the heft of the King of Pen size with the flatends of the classic Sailor Pro Gear model. The nib has a slightly springier feel and performance, and is crafted from 21k solid gold. The Sailor Anchor logo, in goldplated brass, adorns the top of the cap. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. The pen is packaged in a brown velvet gift box and comes with two starter cartridges.</p><br>","Out of stock","82620 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0024","solid","-","https://www.williampenn.net/product/sailor-professional-gear-king-of-pens-fountain-pen-21k-medium-black-with-gold-trims-wp21214","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp21214.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp21214.jpg","published","Black","Medium","new","WP21214","50","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp21214.jpg","-","-","-","-","-","-","-"
"WP23555","Lapis Bard Ducorium Dorchester 14inch Laptop Business Bag Cognac","CNFWP0122","<p>For the suave and style conscious executive on the move, the Dorchester is the essence of understated quality and craftsmanship. Its designed to carry you from work to play with elegance. Built to grow along with you to become an integral icon to your career, its silhouette, from the aged cognac look to the refined gold fittings, has a commanding presence. The rare and beautiful brogue design on the removeable strap intrigues the eye. Made of the finest semi vegetable dyed leather, the two&#45;tone look is hand painted on the edges that gradually darkens the colour as it imperceptibly passes from one shade to another, taking inspiration from Leonardo da Vincis sfumato technique. Features such as the padded handles and the saddle stitch in and around the bag add to its overall appeal</p><p><strong>Exterior Features&#58;&#8211;</strong></p><li>Fastened with anti&#45;oxidizing, heavy metal and nickel free OOK zippers</li><li>Two large compartments with double sided zipper opening.</li><li>Quick access rear zip pocket</li><li>Slip in panel at the back for sliding on trolley handle</li><li>Plush Leather top carry handles</li><li>Removable and adjustable should strap and pads</li><li>Sturdy footed bottom studs protect your bag</li><li>Lapis Bard emblem in gold and black</li><li>Travel tag</li><p><strong>Interior Features&#58;&#8211;</strong></p><li>14 padded and quilted laptop compartment</li><li>Additional compartment for smaller gadgets</li><li>Plush Microfiber lining in complementing blue</li><li>6 microfiber credit card pockets</li><li>2 zipped pockets (meshed and concealed</li><li>Lapis Bard branded zipper pullers and snap hooks in 22kt gold plating.</li><li>Hanging small Dog hook, can be used as a key fob.</li><li>Dedicated ID safe protective pouch for wallets, cards, passports.</li><li>Loops for pens, earphones, cables</li>","In stock","26840 INR","Lapis Bard","Bags","All Accessories","All Accessories","2","CNFWP0122","solid","-","https://www.williampenn.net/product/lapis-bard-ducorium-dorchester-14inch-laptop-business-bag-cognac-wp23555","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23555-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23555-a.jpg","published","Cognac","Free Size","new","WP23555","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23555-a.jpg","-","-","-","-","-","-","-"
"WP23556","Lapis Bard Ducorium Chester Slim 14inch Laptop Business Bag Cognac","CNFWP0120","<p>For the modern businessman, the Chester slim Laptop Bag fits the part. With a streamlined design, and subtle vintage touches, you can be assured the slim profile will pair nicely with any finely cut suit. Features such as the unique brogue handwork design on the strap, quick access pockets, advanced RFID pockets for your bank cards, plush microfiber quilting in complementing blue, footed bottom studs, saddle stitching and padded shoulders adds to the overall appeal. Taking inspiration from the Renaissance technique by Leonardo da Vinci&#39;s &#8216;sfumato&#8217; that creates a rare, original colour, the edges, hand painted by highly skilled craftsmen, gradually darkens the cognac color as it imperceptibly passes from one shade to another giving this bag an identity of its own.</p><p><strong>Exterior Features&#58;&#8211;</strong></p><li>Fastened with antioxidizing, heavy metal and nickel free OOK zippers</li><li>Unique Decorative Brogue pattern on the shoulder strap</li><li>Removable and adjustable should strap and pads</li><li>Front and rear quick access zip pocket</li><li>Leather top carry handles</li><li>Double zip opening to independent compartments</li><li>Magnetic closure quick access slip in pocket in the center</li><li>Sturdy footed studs at the bottom protects your bag</li><p><strong>Interior Features&#58;&#8211;</strong></p><li>Lined with soft microfiber to protect your gadgets</li><li>Hanging small Dog hook, can be used as a Key fob.</li><li>Lapis Bard zipper pullers and snap hooks in 22kt gold plating</li><li>Pen loops with cable organizer</li><li>Dedicated RFID safe protective pouch for wallets, bank cards and passport</li>","In stock","25516 INR","Lapis Bard","Bags","All Accessories","All Accessories","6","CNFWP0120","solid","-","https://www.williampenn.net/product/lapis-bard-ducorium-chester-slim-14inch-laptop-business-bag-cognac-wp23556","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23556-a_1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23556-a_1.jpg","published","Cognac","Free Size","new","WP23556","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb23556-a_1.jpg","-","-","-","-","-","-","-"
