"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","percentile_availability","sub_group_percentile_availability","age_group","shipping","identifier_exists","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"I301839","Hooves Women Grey Slippers","55-496-271123","Hooves Women Grey Slippers","In stock","1119 INR","Hooves","-","new-arrivals","new-arrivals","1","55-496-271123","solid","female","https://www.popularshoemart.com/product/hooves-55-496-grey-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/55-496-GREY-271123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/55-496-GREY-271123-01.jpg","","Grey","38/8","new","71","100","","","","-","-","-","-","-","-","-","-","-","-"
"I301880","Hooves Women Embellished Slippers","55-497-271123","Hooves Women Embellished Slippers","In stock","1119 INR","Hooves","-","new-arrivals","new-arrivals","2","55-497-271123","solid","female","https://www.popularshoemart.com/product/hooves-55-497-pink-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/55-497-PINK-271123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/55-497-PINK-271123-01.jpg","","Pink","37/7","new","85","100","","","","-","-","-","-","-","-","-","-","-","-"
"I301038","Scarlet V-strap Blue Slippers","A-2403-281123","Scarlet VStrap Blue Slippers","In stock","1399 INR","Scarlet","-","brands","brands","3","A-2403-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2403-blue-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2403-BLUE-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2403-BLUE-281123-01.jpg","published","Blue","37/7","new","78","71","","","","-","-","-","-","-","-","-","-","-","-"
"I301087","Scarlet Women Open-toe Wedges","A-2407-281123","Scarlet Women OpenToe Wedges","In stock","1799 INR","Scarlet","-","brands","brands","5","A-2407-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2407-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2407-BLK-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2407-BLK-281123-01.jpg","published","Black","37/7","new","85","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301108","Scarlet Women V-strap Grey Slippers","A-102-281123","Scarlet Women VStrap Grey Slippers","In stock","1599 INR","Scarlet","-","brands","brands","1","A-102-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-102-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-102-GREY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-102-GREY-281123-01.jpg","published","Grey","37/7","new","42","42","","","","-","-","-","-","-","-","-","-","-","-"
"I301137","Scarlet Women Open-toe Flats","A-2410-281123","Scarlet Women OpenToe Flats","In stock","1399 INR","Scarlet","-","brands","brands","1","A-2410-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2410-chiku-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2410-CHIKU-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2410-CHIKU-281123-01.jpg","published","Chiku","37/7","new","78","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301031","Scarlet Women Grey Slippers","A-2402-281123","Scarlet Women Grey Slippers","In stock","1119 INR","Scarlet","-","brands","brands","2","A-2402-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2402-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2402-GREY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2402-GREY-281123-01.jpg","published","Grey","37/7","new","85","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301052","Scarlet Women V-strap Peach Slippers","A-2404-281123","Scarlet Women VStrap Peach Slippers","In stock","1399 INR","Scarlet","-","brands","brands","3","A-2404-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2404-peach-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2404-PE-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2404-PE-281123-01.jpg","published","Peach","37/7","new","78","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301024","Scarlet Women Blue Slippers","A-2401-281123","Scarlet Women Blue Slippers","In stock","1119 INR","Scarlet","-","brands","brands","3","A-2401-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2401-blue-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2401-BLUE-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2401-BLUE-281123-01.jpg","published","Blue","37/7","new","71","71","","","","-","-","-","-","-","-","-","-","-","-"
"I301045","Scarlet Women V-strap Peach Slippers","A-2403-281123","Scarlet Women VStrap Peach Slippers","In stock","1399 INR","Scarlet","-","brands","brands","1","A-2403-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2403-peach-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2403-PE-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2403-PE-281123-01.jpg","published","Peach","37/7","new","78","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301059","Scarlet Women V-strap Grey Slippers","A-2404-281123","Scarlet Women VStrap Grey Slippers","In stock","1399 INR","Scarlet","-","brands","brands","3","A-2404-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2404-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2404-GRY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2404-GRY-281123-01.jpg","published","Grey","37/7","new","78","71","","","","-","-","-","-","-","-","-","-","-","-"
"I301066","Scarlet Open Toe Sandals","A-2405-281123","Scarlet Open Toe Sandals","In stock","1399 INR","Scarlet","-","brands","brands","2","A-2405-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2405-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2405-GRY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2405-GRY-281123-01.jpg","published","Grey","37/7","new","57","71","","","","-","-","-","-","-","-","-","-","-","-"
"I301073","Scarlet Open Toe Sandals","A-2405-281123","Scarlet Open Toe Sandals","In stock","1399 INR","Scarlet","-","brands","brands","1","A-2405-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2405-peach-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2405-PE-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2405-PE-281123-01.jpg","published","Peach","37/7","new","57","42","","","","-","-","-","-","-","-","-","-","-","-"
"I301093","Scarlet Women Open-toe Wedges","A-2407-281123","Scarlet Women OpenToe Wedges","In stock","1799 INR","Scarlet","-","brands","brands","2","A-2407-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2407-gold-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2407-GOLD-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2407-GOLD-281123-01.jpg","published","Gold","36/6","new","85","85","","","","-","-","-","-","-","-","-","-","-","-"
"I301117","Scarlet Women Open-toe Wedges","A-2408-281123","Scarlet Women OpenToe Wedges","In stock","1499 INR","Scarlet","-","brands","brands","2","A-2408-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2408-antiq-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2408-AN-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2408-AN-281123-01.jpg","published","Antique","38/8","new","28","28","","","","-","-","-","-","-","-","-","-","-","-"
"I301123","Scarlet Women Open-toe Heels","A-2409-281123","Scarlet Women OpenToe Heels","In stock","1499 INR","Scarlet","-","brands","brands","3","A-2409-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2409-sultan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2409-SULTAN-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2409-SULTAN-281123-01.jpg","published","Sultan","37/7","new","71","71","","","","-","-","-","-","-","-","-","-","-","-"
"I301130","Scarlet Women Open-toe Flats","A-2410-281123","Scarlet Women OpenToe Flats","In stock","1399 INR","Scarlet","-","brands","brands","1","A-2410-281123","solid","female","https://www.popularshoemart.com/product/scarlet-a-2410-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2410-BLK-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-2410-BLK-281123-01.jpg","published","Black","37/7","new","78","71","","","","-","-","-","-","-","-","-","-","-","-"
"I236822","Scarlet V-strap Embellished Flats","B-114-240322","Scarlet VStrap Embellished Flats","In stock","1599 INR","Scarlet","-","brands","brands","1","B-114-240322","solid","female","https://www.popularshoemart.com/product/scarlet-b-114-red-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-114-RED-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-114-RED-240322-011.jpg","published","Red","38/8","new","22","50","","","","-","-","-","-","-","-","-","-","-","-"
"I236828","Scarlet V-strap Embellished Flats","B-114-240322","Scarlet VStrap Embellished Flats","In stock","1599 INR","Scarlet","-","brands","brands","1","B-114-240322","solid","female","https://www.popularshoemart.com/product/scarlet-b-114-gold-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-114-GLD-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-114-GLD-240322-011.jpg","published","Gold","38/8","new","22","16","","","","-","-","-","-","-","-","-","-","-","-"
"I236834","Scarlet Women Ring-toe Flats","B-115-240322","Scarlet Women RingToe Flats","In stock","1199 INR","Scarlet","-","brands","brands","1","B-115-240322","solid","female","https://www.popularshoemart.com/product/scarlet-b-115-peach-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-115-PE-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-115-PE-240322-011.jpg","published","Peach","37/7","new","14","14","","","","-","-","-","-","-","-","-","-","-","-"
"I236840","Scarlet Women Ring-toe Flats","B-115-240322","Scarlet Women RingToe Flats","In stock","1199 INR","Scarlet","-","brands","brands","1","B-115-240322","solid","female","https://www.popularshoemart.com/product/scarlet-b-115-yellow-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-115-YLW-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-115-YLW-240322-011.jpg","published","Yellow","36/6","new","14","14","","","","-","-","-","-","-","-","-","-","-","-"
"I236888","Scarlet Women Sliders With Buckle","A-117-240322","Scarlet Women Sliders With Buckle","In stock","1799 INR","Scarlet","-","brands","brands","1","A-117-240322","solid","female","https://www.popularshoemart.com/product/scarlet-a-117-pink-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-117-PNK-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-117-PNK-240322-011.jpg","published","Pink","38/8","new","8","16","","","","-","-","-","-","-","-","-","-","-","-"
"I236871","Scarlet Open-toe Slip-on Wedges","A-126-240322","Scarlet OpenToe SlipOn Wedges","In stock","1799 INR","Scarlet","-","brands","brands","1","A-126-240322","solid","female","https://www.popularshoemart.com/product/scarlet-a-126-grey-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-126-GRY-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-126-GRY-240322-011.jpg","published","Grey","36/6","new","43","66","","","","-","-","-","-","-","-","-","-","-","-"
"I236879","Scarlet Open-toe Slip-on Wedges","A-126-240322","Scarlet OpenToe SlipOn Wedges","In stock","1799 INR","Scarlet","-","brands","brands","1","A-126-240322","solid","female","https://www.popularshoemart.com/product/scarlet-a-126-red-9","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-126-RED-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-126-RED-240322-011.jpg","published","Red","39/9","new","43","60","","","","-","-","-","-","-","-","-","-","-","-"
"I236968","Scarlet V-strap Embellished Flats","A-129-240322","Scarlet VStrap Embellished Flats","In stock","2099 INR","Scarlet","-","brands","brands","1","A-129-240322","solid","female","https://www.popularshoemart.com/product/scarlet-a-129-peach-9","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-129-PE-240322-011.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/A-129-PE-240322-011.jpg","published","Peach","39/9","new","8","16","","","","-","-","-","-","-","-","-","-","-","-"
"I296104","Alpha Kicks Men Casual Shoes","EQUIPMENT-281123","Alpha Kicks Men Casual Shoes","In stock","699 INR","Alpha Kicks","-","men","men","1","EQUIPMENT-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-equipment-navy-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/EQUIPMENT-NVY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/EQUIPMENT-NVY-281123-01.jpg","","Navy","41/7","new","70","80","","","","-","-","-","-","-","-","-","-","-","-"
"I296125","Alpha Kicks Men Sports Shoes","AIR ZOOM-281123","Alpha Kicks Men Sports Shoes","In stock","999 INR","Alpha Kicks","-","men","men","1","AIR ZOOM-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-air-zoom-l-grey-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/AIR ZOOM-L.GRY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/AIR ZOOM-L.GRY-281123-01.jpg","","Grey","42/8","new","60","60","","","","-","-","-","-","-","-","-","-","-","-"
"I296188","Alpha Kicks Men Sports Shoes","ZOOM 39-281123","Alpha Kicks Men Sports Shoes","In stock","1399 INR","Alpha Kicks","-","men","men","2","ZOOM 39-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-zoom-39-blk-wht-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ZOOM 39-BK-WHT-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ZOOM 39-BK-WHT-281123-01.jpg","","Black","42/8","new","33","50","","","","-","-","-","-","-","-","-","-","-","-"
"I296134","Alpha Kicks Men Sports Shoes","REVOLUTION-281123","Alpha Kicks Men Sports Shoes","In stock","1399 INR","Alpha Kicks","-","men","men","2","REVOLUTION-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-revolution-d-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/REVOLUTION-D.GRY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/REVOLUTION-D.GRY-281123-01.jpg","","Grey","41/7","new","80","80","","","","-","-","-","-","-","-","-","-","-","-"
"I296129","Alpha Kicks Men Sports Shoes","REVOLUTION-281123","Alpha Kicks Men Sports Shoes","In stock","1399 INR","Alpha Kicks","-","men","men","2","REVOLUTION-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-revolution-white-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/REVOLUTION-WHT-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/REVOLUTION-WHT-281123-01.jpg","","White","41/7","new","80","80","","","","-","-","-","-","-","-","-","-","-","-"
